"Symbol","Name","Price","Change","Market Cap","Circulating Supply"
"MANA-USD","Decentraland USD","0.644255","0.018868","1195000000.000","1855000000.000"
"AAVE-USD","Aave USD","84.58","2.52","1192000000.000","14093000.000"
"EOS-USD","EOS USD","1.1537","0.0058","1159000000.000","1005000000.000"
"WBNB-USD","Wrapped BNB USD","329.56","11.76","1142000000.000","3465000.000"
"XCN18679-USD","Chain USD","0.052991","-0.001804","1138000000.000","21473000000.000"
"KCS-USD","KuCoin Token USD","10.03","0.04","986483000.000","98380000.00"
"APT21794-USD","Aptos USD","8.1441","0.2585","1059000000.000","130000000"
"USDP-USD","Pax Dollar USD","0.998253","0.000222","943991000.000","945643000.000"
"BSV-USD","Bitcoin SV USD","46.97","-0.37","902537000.000","19215000.000"
"BIT11221-USD","BitDAO USD","0.412895","-0.007027","863340000.00","2091000000.000"
"BTTOLD-USD","BitTorrent USD","0.000869","0.000038","860534000.000","990000000000"
"AXS-USD","Axie Infinity USD","8.8927","0.1519","852033000.000","95812000.000"
"MKR-USD","Maker USD","854.79","0.93","835674000.000","977631"
"TUSD-USD","TrueUSD USD","1.0005","0.0004","823300000.0","822922000.000"
"ZEC-USD","Zcash USD","50.88","0.13","794869000.000","15621000.000"
"HBTC-USD","Huobi BTC USD","20332.22","-68.93","792337000.000","38969"
"SNX-USD","Synthetix USD","2.4895","0.1125","756313000.000","303805000.000"
"BTT-USD","BitTorrent-New USD","0.00000080","-0.00000001","754721000.000","945326000000000.000"
"KLAY-USD","Klaytn USD","0.241830","-0.000056","746456000.000","3087000000.000"
"USDD-USD","USDD USD","0.995879","0.000519","722343000.000","725332000.000"
"XEC-USD","eCash USD","0.000038","0.000001","721246000.000","19216000000000.000"
"MIOTA-USD","IOTA USD","0.256451","0.007796","712812000.000","2780000000.00"
"CAKE-USD","PancakeSwap USD","4.6383","0.0948","675331000.000","145599000.000"
"FTM-USD","Fantom USD","0.264833","0.040883","674001000.000","2545000000.000"
"ETHW-USD","EthereumPoW USD","6.2410","0.1659","667929000.000","107023000.000"
"USDN-USD","Neutrino USD USD","0.972654","-0.001940","661664000.000","680266000.000"
"GUSD-USD","Gemini Dollar USD","0.999277","-0.003781","639334000.000","639796000.000"
"GRT6719-USD","The Graph USD","0.088401","0.006971","609969000.000","6900000000.0"
"NEO-USD","Neo USD","8.4106","0.0625","593275000.000","70539000.000"
"MINA-USD","Mina USD","0.698808","0.025731","507711000.000","726539000.000"
"NEXO-USD","Nexo USD","0.956048","-0.036562","535387000.000","560000000"
"PAXG-USD","PAX Gold USD","1624.24","-17.10","528217000.000","325209"
"HNT-USD","Helium USD","4.0453","0.2721","524563000.000","129671000.000"
"AR-USD","Arweave USD","15.33","5.34","511884000.000","33395000.000"
"GT-USD","GateToken USD","4.6235","0.0193","500563000.000","108265000.000"
"RUNE-USD","THORChain USD","1.5075","0.0235","498509000.000","330688000.000"
"BAT-USD","Basic Attention Token USD","0.328008","0.018198","490596000.000","1496000000.000"
"TWT-USD","Trust Wallet Token USD","1.1722","0.0072","488378000.000","416650000.00"
"LDO-USD","Lido DAO USD","1.5467","0.0742","484049000.000","312951000.000"
"CRV-USD","Curve DAO Token USD","0.897305","0.023676","476992000.000","531583000.000"
"DASH-USD","Dash USD","42.14","1.29","463057000.000","10988000.000"
"WEMIX-USD","WEMIX USD","1.4285","0.0197","454854000.000","318422000.000"
"KAVA-USD","Kava USD","1.4123","0.0093","438291000.000","310346000.000"
"ENJ-USD","Enjin Coin USD","0.437839","0.007301","437839000.000","1000000000"
"OSMO-USD","Osmosis USD","1.5322","0.0369","432791000.000","282464000.000"
"STX4847-USD","Stacks USD","0.317969","0.009457","426835000.000","1342000000.000"
"FEI-USD","Fei USD USD","0.987440","-0.004957","419658000.000","424996000.000"
"CSPR-USD","Casper USD","0.039631","0.001579","415362000.000","10481000000.000"
"ZIL-USD","Zilliqa USD","0.030475","0.000687","411101000.000","13490000000.00"
"BNX-USD","BinaryX USD","146.34","3.05","407091000.000","2782000.000"
"XAUT-USD","Tether Gold USD","1630.72","-14.04","402011000.000","246524"
"DCR-USD","Decred USD","27.24","0.30","394383000.000","14477000.000"
"1INCH-USD","1inch Network USD","0.604473","0.009871","375647000.000","621445000.000"
"WAVES-USD","Waves USD","3.3734","0.1361","370258000.000","109759000.000"
"XDC-USD","XDC Network USD","0.030040","-0.000103","369638000.000","12305000000.000"
"CVX-USD","Convex Finance USD","5.1935","0.0982","363902000.000","70069000.000"
"RVN-USD","Ravencoin USD","0.030552","0.000424","361854000.000","11844000000.000"
"LRC-USD","Loopring USD","0.271797","0.015992","361526000.000","1330000000.00"
"HOT2682-USD","Holo USD","0.002043","0.000052","354147000.000","173343000000.000"
"USTC-USD","TerraClassicUSD USD","0.035994","0.000517","353035000.000","9808000000.000"
"COMP5692-USD","Compound USD","48.51","1.67","352494000.000","7267000.000"
"MV-USD","GensoKishi Metaverse USD","0.206192","-0.001246","352446000.000","1709000000.000"
"XEM-USD","NEM USD","0.038823","0.000796","349408000.000","9000000000"
"CELO-USD","Celo USD","0.727118","0.022334","344201000.000","473376000.000"
"ENS-USD","Ethereum Name Service USD","16.91","0.96","342417000.000","20245000.000"
"NXM-USD","NXM USD","50.86","-0.40","335358000.000","6594000.000"
"DFI-USD","DeFiChain USD","0.644077","-0.001444","328955000.000","510738000.000"
"GMX11857-USD","GMX USD","40.76","-0.54","325665000.000","7991000.000"
"TFUEL-USD","Theta Fuel USD","0.061019","0.001269","323474000.000","5301000000.000"
"CCXX-USD","Counos X USD","17.94","-0.67","321479000.000","17919000.000"
"ROSE-USD","Oasis Network USD","0.061831","0.003638","310848000.000","5027000000.000"
"BTG-USD","Bitcoin Gold USD","17.58","0.39","307908000.000","17514000.000"
"LUNA20314-USD","Terra USD","2.4086","0.0846","307037000.000","127475000.000"
"GMT18069-USD","STEPN USD","0.511030","0.015625","306618000.000","600000000"
"GNO-USD","Gnosis USD","116.25","-0.70","299882000.000","2580000.00"
"BAL-USD","Balancer USD","6.6499","-0.2552","299187000.000","44991000.000"
"QTUM-USD","Qtum USD","2.8536","0.0688","297906000.000","104397000.000"
"YFI-USD","yearn.finance USD","8099.21","160.82","296737000.000","36637"
"IOTX-USD","IoTeX USD","0.030442","0.002289","290441000.000","9541000000.000"
"ANKR-USD","Ankr USD","0.029846","0.001299","288395000.000","9663000000.000"
"KSM-USD","Kusama USD","33.90","1.00","287107000.000","8470000.00"
"ABBC-USD","ABBC Coin USD","0.274109","0.000843","284710000.00","1039000000.000"
"GALA-USD","Gala USD","0.039618","0.000880","276426000.000","6977000000.000"
"GLM-USD","Golem USD","0.275549","0.011772","275549000.000","1000000000"
"RSR-USD","Reserve Rights USD","0.006507","0.000345","275267000.000","42302000000.000"
"LPT-USD","Livepeer USD","10.65","1.46","265912000.000","24971000.000"
"OP-USD","Optimism USD","1.1139","0.1389","261497000.000","234748000.000"
"KDA-USD","Kadena USD","1.3156","0.0076","260551000.000","198047000.000"
"ELON-USD","Dogelon Mars USD","0.00000046","-0.00000002","255579000.000","552497000000000.000"
"ONE3945-USD","Harmony USD","0.020028","0.001473","255818000.000","12773000000.000"
"JST-USD","JUST USD","0.028058","0.000395","249776000.000","8902000000.000"
"POLY-USD","Polymath USD","0.265074","0.003669","245193000.000","924998000.000"
"FRTS-USD","Fruits USD","0.011630","-0.000239","245002000.000","21067000000.000"
"CHSB-USD","SwissBorg USD","0.238099","-0.003466","238099000.000","1000000000"
"OMG-USD","OMG Network USD","1.6556","0.0659","232187000.000","140245000.000"
"SUSHI-USD","SushiSwap USD","1.7876","0.2795","227459000.000","127244000.000"
"CEL-USD","Celsius USD","0.950533","0.020127","227048000.000","238864000.000"
"ZRX-USD","0x USD","0.265346","0.014508","224880000.00","847496000.000"
"LN-USD","LINK USD","35.21","-0.05","220518000.000","6263000.000"
"RPL-USD","Rocket Pool USD","21.28","-0.87","218717000.000","10280000.00"
"T-USD","Threshold USD","0.026404","0.000424","217715000.000","8245000000.000"
"WOO-USD","WOO Network USD","0.182786","0.014845","217453000.000","1190000000.00"
"HIVE-USD","Hive USD","0.482419","0.008328","216233000.000","448227000.000"
"GLMR-USD","Moonbeam USD","0.491664","0.019218","211376000.000","429920000.00"
"IOST-USD","IOST USD","0.011293","0.000199","209920000.00","18589000000.000"
"XYM-USD","Symbol USD","0.037757","-0.000083","210775000.000","5582000000.000"
"AUDIO-USD","Audius USD","0.225528","0.026992","208275000.000","923501000.000"
"AMP-USD","Amp USD","0.004897","0.000098","206784000.000","42228000000.000"
"ICX-USD","ICON USD","0.224279","0.003546","206221000.000","919483000.000"
"INJ-USD","Injective USD","2.7830","0.4227","203172000.000","73006000.000"
"FLUX-USD","Flux USD","0.723070","0.019482","202837000.000","280521000.000"
"SRM-USD","Serum USD","0.756435","0.024407","199127000.000","263245000.000"
"BORA-USD","BORA USD","0.213569","-0.002510","198085000.000","927500000.0"
"STORJ-USD","Storj USD","0.478316","0.031223","197514000.000","412937000.000"
"ONT-USD","Ontology USD","0.224708","0.007263","196675000.000","875250000.00"
"RNDR-USD","Render Token USD","0.769801","-0.030734","195375000.000","253799000.000"
"BRISE-USD","Bitgert USD","0.00000049","0.00000000","192930000.00","395688000000000.000"
"BTRST-USD","Braintrust USD","1.5468","-0.0140","192623000.000","124529000.000"
"RBN-USD","Ribbon Finance USD","0.335545","-0.017483","191936000.000","572012000.000"
"LUSD-USD","Liquity USD USD","1.0335","-0.0047","189434000.000","183296000.000"
"WAXP-USD","WAX USD","0.081883","0.002079","185574000.000","2266000000.000"
"VVS-USD","VVS Finance USD","0.00000617","0.00000008","182128000.000","29511000000000.000"
"NFT9816-USD","APENFT USD","0.00000064","0.00000001","176077000.000","277081000000000.000"
"XCH-USD","Chia USD","31.57","0.02","175111000.000","5546000.000"
"ZEN-USD","Horizen USD","13.35","0.56","173571000.000","13000000"
"SC-USD","Siacoin USD","0.003305","0.000087","173000000","52349000000.000"
"SXP-USD","SXP USD","0.326836","0.009635","164360000.00","502882000.000"
"BABYDOGE-USD","Baby Doge Coin USD","0.00000000","0.00000000","158845000.000","115113336000000000.000"
"ASTR-USD","Astar USD","0.043095","0.003193","158881000.000","3687000000.000"
"UMA-USD","UMA USD","2.2647","0.0866","156147000.000","68947000.000"
"SKL-USD","SKALE USD","0.038268","0.002552","153597000.000","4014000000.000"
"MASK8536-USD","Mask Network USD","2.4124","0.2117","70274000.000","29131000.000"
"MXC-USD","MXC USD","0.057077","-0.000976","150805000.000","2642000000.000"
"SCRT-USD","Secret USD","0.916262","0.020314","149622000.000","163296000.000"
"KNC-USD","Kyber Network Crystal v2 USD","0.884247","0.021921","145807000.000","164894000.000"
"DGB-USD","DigiByte USD","0.009073","0.000385","143084000.000","15771000000.000"
"IMX10603-USD","ImmutableX USD","0.604730","0.025567","142283000.000","235284000.000"
"PLA7461-USD","PlayDapp USD","0.290833","0.004267","141993000.000","488230000.00"
"SLP-USD","Smooth Love Potion USD","0.003288","0.000049","140384000.000","42694000000.000"
"SYN12147-USD","Synapse USD","0.949199","0.004180","132673000.000","139773000.000"
"VERI-USD","Veritaseum USD","61.27","8.51","131719000.000","2150000.00"
"PEOPLE-USD","ConstitutionDAO USD","0.025770","0.002492","130401000.000","5060000000.00"
"SOLO-USD","Sologenic USD","0.323154","-0.013101","129245000.000","399948000.000"
"PUNDIX-USD","Pundi X (New) USD","0.490873","0.001578","126887000.000","258492000.000"
"DESO-USD","Decentralized Social USD","14.27","-0.28","126825000.000","8885000.000"
"LYXE-USD","LUKSO USD","8.2329","0.3282","126013000.000","15306000.000"
"LSK-USD","Lisk USD","0.976208","0.014272","125834000.000","128900000.0"
"REN-USD","Ren USD","0.125809","0.004123","125688000.000","999038000.000"
"EWT-USD","Energy Web Token USD","4.1648","0.0796","125202000.000","30062000.000"
"CVC-USD","Civic USD","0.124723","0.005507","124723000.000","1000000000"
"API3-USD","API3 USD","2.1972","0.3449","124245000.000","56548000.000"
"METIS-USD","MetisDAO USD","27.95","-0.51","122773000.000","4393000.000"
"EURS-USD","STASIS EURO USD","0.969323","0.071726","120318000.000","124126000.000"
"DAO-USD","DAO Maker USD","1.3057","0.0116","120224000.000","92074000.000"
"OCEAN-USD","Ocean Protocol USD","0.187406","0.018879","114898000.000","613099000.000"
"CKB-USD","Nervos Network USD","0.003420","0.000056","114040000.00","33340000000.00"
"COTI-USD","COTI USD","0.102212","0.003936","113316000.000","1109000000.000"
"MED-USD","MediBloc USD","0.018113","0.000233","112710000.00","6223000000.000"
"DEXE-USD","DeXe USD","3.0603","0.0589","111601000.000","36467000.000"
"CTC-USD","Creditcoin USD","0.536031","0.010271","111095000.000","207254000.000"
"REQ-USD","Request USD","0.110874","0.002138","110855000.000","999830000.00"
"SAFE3918-USD","Safe USD","5.2932","0.3398","110286000.000","20835000.000"
"TRIBE-USD","Tribe USD","0.241799","-0.002105","109644000.000","453449000.000"
"CEEK-USD","CEEK VR USD","0.135287","0.001925","109003000.000","805718000.000"
"ERG-USD","Ergo USD","1.8349","-0.0564","107595000.000","58638000.000"
"PYR-USD","Vulcan Forged PYR USD","4.4983","0.1258","107498000.000","23898000.000"
"REEF-USD","Reef USD","0.005254","0.000154","107394000.000","20439000000.000"
"MDX8335-USD","Mdex USD","0.123802","0.004204","115003000.000","928925000.000"
"CELR-USD","Celer Network USD","0.015142","0.000770","107290000.00","7085000000.000"
"FXS-USD","Frax Share USD","6.6130","0.2079","107193000.000","16209000.000"
"KEEP-USD","Keep Network USD","0.124629","0.003412","107276000.000","860762000.000"
"DYDX-USD","dYdX USD","1.6302","0.1314","106893000.000","65569000.000"
"VGX-USD","Voyager Token USD","0.378366","0.003326","105368000.000","278482000.000"
"MX-USD","MX TOKEN USD","1.0492","0.0509","104925000.000","100000000"
"MBX18895-USD","MARBLEX USD","2.8867","-0.0313","104185000.000","36092000.000"
"BTCST-USD","Bitcoin Standard Hashrate Token USD","8.5812","0.1052","104702000.000","12201000.000"
"RLC-USD","iExec RLC USD","1.1964","0.1543","104088000.000","87000000"
"ONG3217-USD","Ontology Gas USD","0.322557","0.003671","104213000.000","323084000.000"
"VUSDC-USD","Venus USDC USD","0.021699","0.000004","103528000.000","4771000000.000"
"SSV-USD","ssv.network USD","10.29","0.12","102895000.000","10000000"
"NU-USD","NuCypher USD","0.145161","0.002373","102049000.000","703000000"
"WIN-USD","WINkLink USD","0.000105","0.000002","101405000.000","961737000000.000"
"SYS-USD","Syscoin USD","0.151428","0.002931","101121000.000","667788000.000"
"HUM-USD","Humanscape USD","0.115890","0.001630","100988000.000","871410000.00"
"TEL-USD","Telcoin USD","0.001593","0.000102","100337000.000","62969000000.000"
"USDX6651-USD","USDX [Kava] USD","0.892915","0.026339","99620000.00","111567000.000"
"MVL-USD","MVL USD","0.004507","0.000121","99611000.000","22103000000.000"
"POWR-USD","Powerledger USD","0.203755","0.005420","98890000.00","485339000.000"
"XNO-USD","Nano USD","0.742423","0.015195","98927000.000","133248000.000"
"SNT-USD","Status USD","0.028297","0.000588","98206000.000","3470000000.00"
"LOOKS-USD","LooksRare USD","0.208563","-0.000062","97929000.000","469539000.000"
"ZEON-USD","ZEON USD","0.003124","-0.000391","95378000.000","30529000000.000"
"ARDR-USD","Ardor USD","0.095275","0.000859","95180000.00","998999000.000"
"FX-USD","Function X USD","0.232706","0.006472","95065000.000","408520000.00"
"BICO-USD","Biconomy USD","0.430951","0.046114","95220000.00","220954000.000"
"ORBS-USD","Orbs USD","0.032645","0.000399","93911000.000","2877000000.000"
"BNT-USD","Bancor USD","0.472586","0.007967","93977000.000","198858000.000"
"ILV-USD","Illuvium USD","66.47","0.23","100364000.000","1510000.00"
"PROM-USD","Prom USD","5.6276","0.1678","92574000.000","16450000.00"
"CFG-USD","Centrifuge USD","0.266390","0.018784","92334000.000","346614000.000"
"STEEM-USD","Steem USD","0.232960","0.004504","92008000.000","394952000.000"
"UOS-USD","Ultra USD","0.300065","0.000663","91158000.000","303794000.000"
"SPELL-USD","Spell Token USD","0.000869","0.000033","90964000.000","104668000000.000"
"CTSI-USD","Cartesi USD","0.140847","0.008274","90940000.00","645668000.000"
"RKN-USD","Rakon USD","0.371054","0.020547","90113000.000","242857000.000"
"DENT-USD","Dent USD","0.000910","0.000062","90093000.000","99008000000.000"
"ANY-USD","Anyswap USD","4.8198","0.2242","89838000.000","18639000.000"
"NKN-USD","NKN USD","0.126410","0.038199","88487000.000","700000000"
"EVER-USD","Everscale USD","0.052647","-0.000302","88735000.000","1685000000.000"
"NMR-USD","Numeraire USD","15.02","0.41","88456000.000","5889000.000"
"WEVER-USD","Wrapped Everscale USD","0.052467","-0.000226","88431000.000","1685000000.000"
"RACA-USD","RadioCaca USD","0.000267","0.000009","87952000.000","329574000000.000"
"AVINOC-USD","AVINOC USD","0.226251","0.000617","88067000.000","389244000.000"
"VLX-USD","Velas USD","0.036990","-0.000802","87718000.000","2371000000.000"
"XPRT-USD","Persistence USD","0.664700","0.015687","87434000.000","131539000.000"
"CHR-USD","Chromia USD","0.152677","0.007407","86624000.000","567369000.000"
"ACA-USD","Acala Token USD","0.162932","0.003641","86237000.000","529283000.000"
"GAL11877-USD","Galxe USD","2.4250","0.4104","85267000.000","35161000.000"
"ARRR-USD","Pirate Chain USD","0.433642","0.011389","84328000.000","194464000.000"
"WVLX-USD","Wrapped Velas USD","0.036874","-0.000410","84043000.000","2279000000.000"
"TRAC-USD","OriginTrail USD","0.227494","0.004666","83145000.000","365482000.000"
"DAG-USD","Constellation USD","0.065755","0.000676","83306000.000","1267000000.000"
"CFX-USD","Conflux USD","0.039675","0.000689","82949000.000","2091000000.000"
"FUN-USD","FUNToken USD","0.007538","0.000016","82640000.00","10963000000.000"
"UQC-USD","Uquid Coin USD","8.2092","-0.4506","82092000.000","10000000"
"ANT-USD","Aragon USD","1.9235","0.0600","80706000.000","41958000.000"
"MNW-USD","Morpheus.Network USD","1.7078","0.1001","80574000.000","47180000.00"
"WRX-USD","WazirX USD","0.206791","0.004048","78965000.000","381857000.000"
"STRAX-USD","Stratis USD","0.552557","0.004510","78827000.000","142658000.000"
"EUROC-USD","Euro Coin USD","0.977621","-0.011660","78336000.000","80129000.000"
"HUSD-USD","HUSD USD","0.344568","0.019401","76699000.000","222594000.000"
"REP-USD","Augur USD","6.9166","0.0859","76083000.000","11000000"
"XYO-USD","XYO USD","0.005916","0.000015","75989000.000","12845000000.000"
"OGN-USD","Origin Protocol USD","0.149346","0.010220","75783000.000","507433000.000"
"RAD-USD","Radicle USD","2.1423","0.1327","75423000.000","35207000.000"
"UTK-USD","Utrust USD","0.151320","0.004925","74147000.000","490000000"
"MAGIC14783-USD","MAGIC USD","0.414876","0.013350","73508000.000","177182000.000"
"RSS3-USD","RSS3 USD","0.214501","0.071587","72978000.000","340222000.000"
"QUACK-USD","RichQUACK.com USD","0.00000000","0.00000000","73267000.000","44085962000000000.000"
"RENBTC-USD","renBTC USD","20275.45","-162.94","72580000.00","3579"
"QKC-USD","QuarkChain USD","0.011327","0.000363","72490000.00","6400000000.0"
"CTK4807-USD","Shentu USD","0.827320","0.030029","72037000.000","87073000.000"
"ORC-USD","Orbit Chain USD","0.115615","0.004159","72030000.00","623015000.000"
"BFC7817-USD","Bifrost USD","0.066896","0.000914","71606000.000","1070000000.00"
"C98-USD","Coin98 USD","0.329037","0.026359","71383000.000","216944000.000"
"RAY-USD","Raydium USD","0.495319","0.004793","71421000.000","144193000.000"
"BSW-USD","Biswap USD","0.258303","0.003278","70666000.000","273579000.000"
"JOE-USD","JOE USD","0.217110","0.001193","70717000.000","325718000.000"
"STPT-USD","STP USD","0.041951","0.000516","69163000.000","1649000000.000"
"OXT-USD","Orchid USD","0.099459","0.009061","68695000.000","690690000.00"
"STMX-USD","StormX USD","0.006870","0.000164","68705000.000","10000000000"
"ELF-USD","aelf USD","0.130863","0.001052","68271000.000","521698000.000"
"ASD-USD","ASD USD","0.102857","-0.000301","67949000.000","660615000.000"
"PHA-USD","Phala Network USD","0.163249","-0.002688","66810000.00","409250000.00"
"MTL-USD","Metal DAO USD","1.0029","0.0302","66783000.000","66589000.000"
"SURE-USD","inSure DeFi USD","0.002492","0.000013","66756000.000","26790000000.00"
"H2O19091-USD","H2O DAO USD","0.297915","0.002117","66801000.000","224229000.000"
"STG18934-USD","Stargate Finance USD","0.480701","0.008697","66347000.000","138022000.000"
"SFUND-USD","Seedify.fund USD","1.6290","0.0738","66207000.000","40643000.000"
"RBTC-USD","RSK Smart Bitcoin USD","20270.80","-125.10","65792000.000","3245"
"SUSD-USD","sUSD USD","1.0096","-0.0004","65809000.000","65180000.00"
"LOOM-USD","Loom Network USD","0.050399","0.001871","65518000.000","1300000000.0"
"BAND-USD","Band Protocol USD","1.8446","0.7121","64915000.000","35192000.000"
"AURORA14803-USD","Aurora USD","0.709272","-0.007376","64873000.000","91465000.000"
"FET-USD","Fetch.ai USD","0.085145","0.003939","63528000.000","746114000.000"
"REV2135-USD","Revain USD","0.000739","-0.000018","62883000.000","85061000000.000"
"FORTH-USD","Ampleforth Governance Token USD","4.0945","0.0993","62637000.000","15298000.000"
"MOB-USD","MobileCoin USD","0.834677","0.025485","61948000.000","74218000.000"
"XVS-USD","Venus USD","5.0814","0.1847","61844000.000","12171000.000"
"LOCUS-USD","Locus Chain USD","0.069946","-0.001352","61539000.000","879808000.000"
"MOVR-USD","Moonriver USD","10.84","0.34","61434000.000","5669000.000"
"GOG-USD","Guild of Guardians USD","0.197785","-0.007839","61313000.000","310000000"
"MPL-USD","Maple USD","13.76","-0.34","60802000.000","4418000.000"
"VTHO-USD","VeThor Token USD","0.001318","0.000020","60157000.000","45630000000.00"
"CBG-USD","Chainbing USD","1.8077","-0.1723","59654000.000","33000000"
"XSGD-USD","XSGD USD","0.710421","0.010204","62839000.000","88454000.000"
"ACH-USD","Alchemy Pay USD","0.011685","0.000381","59383000.000","5082000000.000"
"LQTY-USD","Liquity USD","0.717785","-0.025839","59302000.000","82618000.000"
"DERO-USD","Dero USD","4.5516","-0.0332","59154000.000","12996000.000"
"MAID-USD","MaidSafeCoin USD","0.130764","-0.005202","59177000.000","452552000.000"
"ALPHA-USD","Alpha Venture DAO USD","0.131453","0.019040","58671000.000","446330000.00"
"VBUSD-USD","Venus BUSD USD","0.021721","0.000012","58532000.000","2695000000.000"
"EFI-USD","Efinity Token USD","0.112067","-0.001389","58152000.000","518903000.000"
"DUSK-USD","Dusk Network USD","0.139447","0.014960","57642000.000","413364000.000"
"SUN-USD","Sun (New) USD","0.006497","0.000154","57648000.000","8874000000.000"
"AERGO-USD","Aergo USD","0.140235","0.002944","57286000.000","408500000.0"
"CORE-USD","cVault.finance USD","5707.91","47.11","57079000.000","10000"
"AGIX-USD","SingularityNET USD","0.050755","0.001051","56904000.000","1121000000.000"
"TLM-USD","Alien Worlds USD","0.021679","0.001087","56613000.000","2611000000.000"
"TRR-USD","Terran Coin USD","2.3925","-0.4644","56591000.000","23653000.000"
"ADS-USD","Adshares USD","1.7027","0.0100","56342000.000","33090000.00"
"XCAD-USD","XCAD Network USD","1.6770","0.0364","55776000.000","33260000.00"
"BLOK-USD","Bloktopia USD","0.003158","0.000061","55374000.000","17537000000.000"
"VAI-USD","Vai USD","0.962310","0.000067","55331000.000","57499000.000"
"RLY-USD","Rally USD","0.015570","0.000805","54901000.000","3526000000.000"
"BETA-USD","Beta Finance USD","0.088707","0.006341","54703000.000","616667000.000"
"SUPER8290-USD","SuperFarm USD","0.132944","0.004905","53687000.000","403830000.00"
"UFO10729-USD","UFO Gaming USD","0.00000210","-0.00000003","54070000.00","25758000000000.000"
